Area (sqft),Living Area (sqft),Bedrooms,Bathrooms,Garage,Age of House (years),Location Score,Price (INR),Number of Floors
2971,2131,1,3,1,5,3,14469500,1
2321,1662,2,1,1,19,8,11414500,1
1949,1373,2,2,0,15,3,9620500,3
764,486,4,1,1,21,8,4968000,2
2196,1632,3,3,1,3,2,11572000,1
2227,1862,5,3,1,18,3,12061500,3
3445,2971,3,1,0,1,4,16782500,2
3102,2757,1,1,0,3,3,14549000,4
1776,1484,5,2,1,25,6,9842000,3
1750,1377,1,2,0,1,9,9005000,1
792,593,1,1,0,6,10,4444000,4
3274,2823,1,2,0,14,8,15553000,2
3177,2611,5,1,0,16,4,15876500,2
691,448,5,1,1,13,2,4799500,3
738,593,4,1,1,10,10,5171000,3
1080,787,2,3,0,16,1,5790000,3
3096,2410,3,1,1,4,4,15302000,2
1956,1700,3,1,1,22,5,9862000,4
939,747,1,1,1,13,2,4715500,2
1675,1476,5,2,1,16,3,9417500,1
3113,2676,5,1,1,27,4,15518500,2
3365,2149,1,3,0,27,3,15652500,1
1398,843,2,3,1,19,8,7661000,4
1074,768,3,1,1,20,2,5783000,3
3048,2620,4,1,0,1,9,15546000,3
2062,1379,2,1,0,6,6,10259000,2
1204,972,5,3,0,3,1,7508000,3
1420,1054,1,2,1,7,8,7500000,4
3304,2721,3,2,1,29,10,16238000,3
1197,777,1,1,0,29,6,5606500,2
2132,1432,5,2,1,0,4,11844000,4
1113,748,1,3,0,9,6,6028500,1
2126,1625,3,1,0,0,2,10767000,2
2477,1701,1,2,1,0,1,12046500,1
2299,1939,3,1,0,3,6,11685500,4
1629,1146,1,1,1,16,8,8060500,2
1099,877,1,3,0,4,5,6015500,2
2284,2020,3,3,0,13,8,11918000,4
1316,1029,1,2,0,29,3,6192000,3
1741,1171,2,3,1,5,6,9384500,2
2108,1789,4,1,0,6,1,10816000,2
3248,1961,2,3,0,7,3,15826000,1
1265,856,4,2,0,23,4,7032500,3
3115,2231,2,2,1,17,5,15077500,1
2808,1849,4,2,1,27,3,13996000,1
2917,2278,1,3,1,3,8,14516500,3
1679,1288,3,3,1,22,5,9015500,3
827,597,3,3,1,24,7,5241500,4
3496,2406,5,3,0,24,5,17602000,3
748,546,4,3,0,26,8,5046000,2
1669,1147,5,2,0,2,1,9420500,3
1767,1177,5,2,0,27,3,9461500,4
1231,868,4,3,1,22,3,7199500,4
1963,1532,3,1,0,3,10,10373500,4
1012,804,4,2,1,24,10,6324000,3
2355,1623,1,1,1,22,3,10957500,3
1119,989,5,1,1,15,6,6885500,1
1967,1334,5,2,0,12,9,10961500,1
3034,2468,4,1,1,28,6,14943000,2
2922,1824,5,1,0,21,5,14679000,1
3000,2398,3,2,1,24,1,14520000,2
1702,1256,5,2,0,22,2,9219000,4
1197,922,4,3,0,10,1,7036500,1
2259,1480,3,2,1,23,6,11455500,3
2285,1668,3,1,1,10,3,11482500,1
3205,2659,5,2,0,4,5,16492500,2
2760,2291,4,3,0,19,6,14140000,1
2788,1871,5,2,1,0,5,14846000,4
2524,1781,1,1,1,13,3,11898000,3
1329,798,1,2,1,23,2,6470500,2
1188,744,3,1,0,21,2,6126000,3
3058,1951,5,2,1,19,2,15531000,3
976,671,1,3,0,18,10,5432000,2
2007,1661,2,3,1,4,4,10501500,3
2469,1859,1,2,1,19,4,11780500,3
1350,1131,5,1,1,26,3,7555000,1
1226,1013,5,3,0,26,8,7497000,3
2229,1730,1,1,0,22,4,10290500,3
1594,1195,5,2,0,5,8,9373000,3
2183,1919,5,3,0,18,3,11713500,3
1302,1003,2,3,1,11,2,7089000,2
3109,2315,3,1,1,25,8,15140500,4
2659,2288,5,3,1,28,6,13955500,1
1779,1105,4,1,0,26,2,8985500,3
1076,857,3,1,0,27,7,5752000,3
1000,633,3,2,1,13,10,6190000,2
3455,2922,4,1,1,16,7,17127500,4
2824,2365,1,3,0,29,4,13228000,3
656,492,2,1,0,6,8,4032000,2
2475,1975,5,3,0,20,3,12987500,1
1047,870,1,1,0,0,9,5661500,1
802,597,4,2,1,16,5,5289000,3
2256,1966,2,2,0,5,3,11202000,3
1337,977,2,1,1,3,9,7356500,4
801,694,2,1,1,13,2,4394500,4
1953,1513,4,1,1,7,2,10298500,3
3010,2190,1,2,0,17,3,14055000,2
1491,896,5,1,1,19,9,8629500,4
3101,2135,2,1,1,27,10,14864500,3
3003,2583,2,3,1,12,3,14773500,4
815,593,1,2,0,7,5,4477500,3
3202,2326,2,2,1,27,9,15469000,1
622,464,2,1,1,23,10,3789000,3
2802,1921,4,1,1,15,6,14159000,1
1809,1352,3,3,0,4,6,9860500,4
2896,2064,1,1,0,2,1,13542000,3
1348,1176,1,2,1,12,2,6776000,4
1404,1079,1,3,1,14,9,7538000,1
733,623,4,2,0,3,8,5238500,3
920,741,4,1,0,2,2,5600000,4
3037,2015,5,3,0,26,5,15496500,1
1033,888,4,2,1,1,5,6628500,4
1645,1030,1,2,0,29,6,7822500,2
1472,1081,5,2,0,3,4,8664000,1
2698,1812,3,1,0,24,9,13211000,1
2823,2149,2,1,0,5,5,13653500,1
852,587,2,1,1,3,4,4924000,3
1565,1278,5,1,0,16,9,8872500,3
1338,1178,3,2,1,29,2,6991000,3
1729,1405,2,3,0,6,2,8960500,2
1939,1370,5,1,1,17,3,10385500,2
901,702,4,3,1,27,10,5964500,1
3195,2768,1,2,1,21,4,15007500,2
2577,1754,3,1,1,9,10,13166500,4
3363,2137,2,2,0,16,9,16263500,1
3426,2189,1,1,1,28,5,15757000,1
2915,2181,5,1,1,22,2,14627500,4
1150,942,2,3,1,3,3,6615000,1
2078,1656,1,2,1,26,8,10081000,2
1915,1409,4,2,1,18,6,10307500,3
2187,1790,3,2,0,25,5,10891500,4
2422,1913,5,3,1,6,4,13229000,2
2424,1911,2,3,1,12,4,12218000,4
1764,1165,4,2,1,2,8,10048000,4
913,633,3,2,1,7,6,5718500,1
783,550,3,1,1,10,5,4823500,1
2287,1926,4,1,0,15,5,11641500,2
1312,1092,2,3,0,19,6,7024000,4
2775,1875,3,1,0,18,3,13377500,1
1910,1177,5,2,1,22,7,10555000,1
3347,2779,1,2,1,22,1,15521500,4
3033,2192,5,1,0,8,5,15438500,2
870,579,3,1,1,9,6,5285000,2
2394,1520,1,3,0,22,2,11333000,4
1410,851,4,1,1,5,2,7895000,2
3062,2230,1,3,1,2,9,15239000,1
797,559,1,1,1,19,2,3956500,4
1679,1358,1,1,0,7,3,8065500,1
3478,3105,3,1,0,5,1,16701000,3
1826,1208,2,1,0,24,9,8987000,3
2244,1510,3,2,0,7,1,11308000,2
1227,860,2,2,0,13,4,6461500,3
1203,889,4,2,0,7,7,7223500,1
1761,1425,4,1,1,10,2,9374500,3
2045,1442,4,3,0,9,8,11222500,1
1680,1060,4,1,0,25,8,8860000,2
2185,1789,4,2,0,22,3,11142500,2
2718,2278,5,3,0,9,4,14351000,1
1510,1018,3,3,1,10,7,8595000,3
1193,764,2,2,0,0,5,6618500,2
1995,1512,4,1,0,14,5,10347500,4
1199,794,5,3,0,4,2,7515500,2
1113,792,5,3,0,13,6,7148500,3
2495,2078,5,2,1,22,4,13037500,4
2731,1818,3,3,1,25,5,13689500,3
1666,1402,4,3,1,24,5,9217000,1
3486,2796,5,3,0,27,2,17347000,4
2557,1702,5,1,0,19,8,13226500,3
3253,2465,4,1,0,7,1,15948500,4
1409,1104,3,2,1,16,2,7570500,3
2780,1835,5,1,1,3,7,14650000,4
1688,1086,2,3,0,3,7,9086000,3
889,675,1,1,0,17,2,4260500,1
3023,2443,1,3,0,26,1,14033500,4
1368,1011,1,3,1,26,10,7186000,4
3114,1933,3,1,0,18,1,14803000,4
1070,938,5,1,1,2,1,6675000,4
2796,2260,1,1,1,8,6,13372000,1
687,540,1,1,1,6,10,4121500,4
3043,2413,4,2,1,1,7,15773500,2
1389,999,5,1,0,8,2,7890500,1
2264,2027,5,2,1,23,6,12078000,2
1909,1221,4,3,0,5,4,10490500,4
1464,1203,5,2,1,5,9,8988000,3
1893,1374,2,3,0,27,8,9578500,2
623,538,3,2,1,15,8,4353500,4
2486,2026,4,2,1,1,2,13017000,2
910,699,1,3,1,28,5,4835000,4
2084,1836,5,2,0,15,2,11078000,4
1831,1599,2,3,1,2,3,9699500,4
3311,2038,2,1,1,21,8,15829500,3
3085,2029,3,3,1,29,5,15202500,2
1305,1047,2,2,1,15,4,6922500,1
1959,1717,5,1,0,11,5,10545500,1
1021,744,5,2,0,2,8,6854500,1
2373,1451,2,1,0,10,10,11778500,1
2968,2353,5,3,0,10,7,15606000,4
3234,2129,5,1,1,22,6,16263000,2
1546,1183,1,1,1,29,2,7127000,2
1786,1277,4,1,1,15,10,9787000,3
2434,1867,5,2,0,4,5,13023000,2
2164,1903,5,1,1,19,10,11708000,2
1448,1079,3,3,0,7,9,8326000,2
2189,1336,4,3,0,10,9,11900500,3
1918,1485,4,3,0,10,9,10681000,1
2689,1876,4,1,1,17,3,13460500,2
2547,2122,2,3,1,18,9,12901500,3
1908,1413,1,2,1,9,9,9706000,3
986,810,1,3,0,27,5,5047000,4
2635,2299,3,1,1,3,6,13347500,3
1761,1247,4,3,1,27,7,9684500,1
2625,2354,4,1,0,9,10,13532500,2
1315,848,5,1,1,13,10,8007500,3
3078,2441,2,3,1,5,10,15601000,1
3201,1953,2,2,0,4,6,15624500,3
3447,2288,3,2,0,14,5,16781500,3
1025,809,1,3,1,4,1,5632500,3
2039,1251,4,1,0,22,4,10335500,3
2673,1685,3,3,1,23,8,13618500,3
984,676,2,1,1,5,8,5678000,1
655,506,2,1,0,29,6,3467500,2
3281,1984,2,1,0,18,3,15354500,2
705,525,4,2,0,19,8,4792500,2
3496,2753,4,2,0,29,7,17102000,2
1269,914,4,3,1,16,9,7790500,1
975,604,5,2,0,13,3,6177500,4
1342,1051,1,1,0,10,6,6639000,4
1566,1224,2,1,0,13,1,7637000,1
907,681,2,3,0,4,8,5601500,1
2738,2212,5,1,1,12,2,14031000,3
1401,927,2,3,0,11,5,7534500,3
709,569,2,3,0,25,6,4190500,3
2264,1468,4,1,1,23,4,11478000,2
3232,2319,4,2,0,18,9,16234000,3
939,582,1,1,1,9,3,4845500,4
2188,1850,2,1,1,12,2,10656000,2
1578,1201,3,3,1,14,3,8621000,3
3003,2676,2,2,1,19,5,14533500,2
2515,2219,2,3,0,12,1,12327500,4
767,689,1,1,1,3,10,4541500,3
1156,728,3,3,0,21,4,6482000,4
1504,1176,2,3,1,8,1,8008000,4
704,508,3,1,1,25,9,4368000,4
2647,2011,4,3,0,18,3,13501500,3
2797,1937,4,1,0,19,2,13706500,1
745,457,3,3,1,21,5,4832500,3
3363,2731,2,2,0,21,1,15763500,4
1473,1310,3,1,1,6,10,8258500,3
898,682,3,2,0,14,7,5411000,4
2336,1632,4,3,1,16,9,12592000,1
1245,1097,3,2,0,13,1,6692500,2
3370,2390,5,2,0,13,8,17205000,1
1237,1081,5,2,1,8,8,7856500,1
2886,2472,4,3,1,15,7,14987000,2
3111,2360,2,1,1,1,10,15429500,3
3100,2489,2,3,0,13,4,15090000,2
1383,1120,4,3,0,3,7,8313500,3
1496,1185,2,3,1,2,2,8142000,3
970,628,1,1,0,2,6,5125000,4
1086,877,5,3,1,10,5,7187000,4
2637,1584,1,3,0,4,5,12936500,2
2812,2286,1,1,0,15,8,13254000,1
1960,1502,1,1,0,22,1,8930000,2
791,536,4,1,1,28,8,4949500,3
1329,1117,1,2,0,27,4,6340500,4
2861,2064,3,1,0,22,10,14034500,2
3221,2402,2,2,0,29,6,15214500,2
1556,946,4,2,0,29,6,8322000,4
980,705,3,3,1,22,1,5670000,4
3320,2158,3,2,0,18,8,16280000,4
1397,953,5,3,0,8,4,8426500,3
838,566,5,2,0,21,9,5701000,4
3347,2054,3,1,0,10,7,16311500,1
1705,1258,5,3,1,11,4,9902500,2
1986,1502,2,2,0,26,1,9467000,4
3152,2431,2,3,0,25,9,15334000,4
2849,2104,5,1,0,26,10,14500500,3
2127,1831,1,2,0,7,6,10431500,3
2267,1385,3,2,1,13,6,11691500,2
636,498,2,1,0,29,1,3132000,1
3291,2829,5,2,0,16,5,16639500,2
2596,1589,5,2,1,19,4,13552000,4
2025,1516,2,3,0,14,1,10082500,1
3412,2650,2,2,1,14,7,16574000,1
3353,2203,1,1,0,22,4,15348500,1
3192,2156,5,2,0,11,3,16194000,1
2090,1746,5,3,0,8,2,11445000,2
1824,1404,4,2,0,11,8,9988000,3
3187,2214,1,3,0,18,5,15131500,3
2622,2174,2,2,0,11,10,13079000,4
3041,2505,2,3,0,10,9,15134500,3
1432,1007,3,3,0,27,5,7654000,3
1196,892,2,2,0,5,10,6782000,3
3040,2430,5,1,0,7,1,15290000,3
1299,913,2,1,0,10,10,6945500,4
2246,1771,5,2,0,2,5,12217000,2
2618,1767,5,2,1,15,5,13781000,1
1040,715,1,2,0,5,8,5680000,3
2460,1705,2,2,1,8,6,12360000,2
2240,1973,1,2,1,8,5,11020000,3
2129,1809,5,1,0,5,8,11580500,3
2967,2283,2,3,1,4,1,14671500,1
3200,2461,2,3,0,0,5,15850000,1
1694,1044,1,1,0,2,3,8233000,1
1167,927,1,1,1,2,5,6111500,3
835,583,5,3,1,11,3,5937500,3
1904,1492,5,1,1,3,4,10558000,3
1785,1520,2,2,0,20,9,9082500,1
1632,1001,2,1,1,15,2,8094000,4
2707,2117,4,1,1,10,10,14031500,2
2440,1876,4,1,1,7,1,12440000,4
824,545,3,1,0,28,4,4448000,3
2442,1938,5,3,0,26,8,12969000,3
3347,2565,3,3,1,8,5,16801500,4
1181,980,3,3,1,27,9,6874500,3
768,486,1,3,1,29,10,4426000,2
2065,1513,1,2,1,13,3,10032500,3
613,551,4,2,1,22,9,4518500,2
2811,2267,3,3,1,28,1,13789500,4
2043,1645,4,3,1,25,2,10743500,4
3404,2367,5,3,0,21,9,17448000,3
2470,1551,2,1,1,14,9,12235000,2
2143,1896,1,2,1,18,10,10633500,3
2289,1445,5,2,0,8,5,12290500,1
2171,1949,5,1,1,25,10,11619500,1
1651,1052,1,1,0,16,4,7809500,1
2331,1518,1,1,1,8,9,11429500,1
1045,723,3,2,0,2,10,6462500,3
1315,991,4,1,1,24,2,7087500,1
1418,1187,5,1,1,15,3,8081000,2
2751,2451,3,1,0,12,8,13639500,4
3389,2398,3,3,0,25,1,16300500,4
1025,621,5,1,0,16,2,6092500,1
1724,1353,5,3,1,23,5,9798000,1
2164,1759,2,2,1,21,7,10818000,1
3286,2363,4,2,1,29,10,16457000,3
1449,949,5,2,1,24,9,8540500,4
2145,1483,1,3,1,3,3,10792500,1
1729,1377,2,1,0,27,4,8240500,2
2302,1722,4,2,1,20,10,12209000,1
2601,2140,1,1,0,21,1,11834500,4
3416,2273,1,3,0,27,1,15782000,1
876,746,4,2,1,8,1,5582000,4
2406,1556,2,1,1,21,4,11557000,1
2835,1981,1,1,0,8,9,13547500,2
2539,1973,3,2,1,17,8,12935500,1
2752,2259,4,1,0,13,4,13724000,2
1145,778,4,3,1,19,8,7122500,2
3027,2677,5,2,0,2,7,15831500,1
709,575,2,2,1,3,6,4580500,2
1144,761,3,2,1,0,10,7098000,3
3001,2454,3,2,1,17,2,14714500,1
1342,1085,5,3,0,3,3,8229000,1
2964,2447,1,3,1,9,4,14408000,2
1889,1652,1,1,0,3,7,9290500,2
2475,2013,3,3,1,20,8,12787500,1
1688,1191,2,1,1,24,8,8466000,3
932,780,1,1,0,16,4,4574000,2
2136,1727,4,2,0,7,9,11522000,2
1756,1356,5,1,0,18,8,9642000,4
1191,841,2,2,1,8,5,6599500,3
1382,1211,1,1,1,15,3,6719000,3
1139,858,3,3,1,26,2,6355500,1
3382,2666,5,2,1,23,9,17259000,3
2158,1563,1,1,1,23,1,9951000,1
2119,1767,3,3,1,24,7,11055500,4
3268,2295,1,3,1,14,7,15826000,3
1218,1027,5,2,0,19,1,7051000,2
2433,1538,4,2,1,15,7,12748500,4
1591,1292,4,2,0,27,1,8269500,1
2746,2040,3,1,1,20,2,13307000,4
2964,2399,4,2,0,11,9,15168000,1
2770,2103,5,3,0,22,8,14525000,4
3446,2206,3,3,0,17,9,17117000,1
2216,1646,1,2,1,6,9,11152000,3
2118,1883,2,2,0,15,4,10431000,2
3104,2565,1,3,0,27,5,14578000,1
1121,773,5,1,0,18,10,6884500,4
3167,2797,3,3,0,5,7,16001500,1
1516,1263,1,3,1,28,6,7612000,1
1316,933,3,3,1,5,9,7922000,1
2962,2313,4,2,1,5,2,15079000,4
3356,2443,2,1,1,25,8,15952000,2
3357,2111,5,1,0,14,2,16626500,3
2536,2134,1,2,1,1,2,12342000,2
1159,761,2,3,0,8,3,6405500,1
1568,1156,5,2,1,7,4,9166000,4
3003,2434,5,2,0,6,6,15593500,2
1677,1475,4,1,0,26,6,8726500,1
1489,921,3,1,0,29,2,7320500,3
1392,999,3,2,0,27,6,7324000,3
2912,2284,2,2,1,27,8,14114000,3
1581,1318,4,1,1,15,5,8614500,1
1401,1227,5,1,0,14,1,7774500,4
642,385,4,3,0,8,8,4929000,2
2209,1741,4,2,1,19,6,11610500,3
2377,1431,2,3,1,14,2,11866500,1
949,793,3,3,1,1,7,6250500,1
2167,1397,4,3,0,19,8,11571500,2
1729,1501,4,1,0,13,2,9020500,3
2648,1712,4,3,0,27,1,13226000,1
2380,1973,1,1,0,25,6,11010000,2
1183,812,4,1,1,10,6,6973500,4
1031,790,4,1,0,29,8,5859500,4
2532,1981,5,2,1,2,7,13754000,4
2700,1787,1,3,0,1,8,13430000,3
3167,2183,4,1,1,17,10,15961500,2
1948,1231,4,2,0,13,10,10606000,2
2794,1680,2,2,1,23,5,13513000,1
2630,1766,2,2,1,28,2,12525000,1
1789,1350,1,1,0,4,5,8720500,1
1762,1434,5,1,1,11,2,9659000,2
3276,2745,1,1,1,13,9,15582000,1
898,557,1,2,1,5,5,5041000,2
2539,1730,2,1,0,7,1,12135500,2
1388,1153,2,3,0,6,9,7776000,4
1449,1078,5,1,0,6,10,8600500,1
2825,1849,4,1,0,11,5,14142500,4
3489,2503,5,3,1,28,1,17440500,3
1977,1346,4,1,1,6,9,10776500,3
1777,1093,3,1,0,11,9,9326500,3
2549,2113,2,1,1,26,10,12400500,2
1477,1015,3,1,0,15,10,7946500,2
1738,1535,3,2,0,26,9,9051000,2
2177,1886,2,1,1,6,6,10926500,1
3406,2775,3,3,0,7,10,17187000,4
3092,2158,1,3,1,0,10,15464000,2
3355,2294,4,2,0,12,2,16557500,4
3249,2412,5,1,0,18,7,16310500,4
2246,1586,2,3,0,0,2,11407000,4
2503,2178,1,2,1,23,4,11853500,1
1982,1262,5,1,0,17,4,10479000,1
744,608,5,2,1,6,10,5778000,3
2922,2288,5,1,0,21,7,14779000,3
3156,2657,3,2,0,26,6,15282000,4
1802,1374,3,2,1,16,10,9739000,3
3400,2682,3,3,1,27,7,16760000,4
2461,2187,3,3,1,14,6,12744500,1
2454,1540,1,2,1,21,1,11523000,1
3124,1972,3,1,1,24,4,15028000,1
2466,1770,2,1,1,18,3,11837000,2
1698,1259,5,1,0,27,7,9151000,4
1751,1155,1,1,1,22,7,8439500,1
2334,1458,3,1,0,3,4,11743000,4
3313,2009,5,3,0,16,7,17038500,3
1167,967,1,2,0,6,4,6031500,3
2413,1798,5,3,1,15,9,13258500,1
1130,963,1,1,0,16,3,5415000,4
2806,1987,4,2,0,26,10,14207000,1
2161,1752,1,1,0,19,2,9944500,3
1280,955,3,1,1,28,5,6700000,1
2670,2092,5,2,0,14,9,14085000,4
1670,1187,5,1,1,8,3,9355000,3
3172,1980,5,3,0,20,1,16024000,2
1328,1174,2,3,1,22,9,7336000,3
2329,1981,2,3,1,12,5,11840500,2
2791,1935,3,1,0,6,2,13639500,1
1267,1124,4,3,0,27,6,7261500,1
2212,1526,2,1,1,18,3,10694000,4
1280,938,1,1,1,28,9,6300000,2
1572,1299,3,3,1,10,3,8674000,1
3446,2387,4,3,0,7,2,17267000,2
2732,1905,1,1,0,16,3,12624000,1
3063,2214,5,1,0,3,6,15723500,3
3341,2474,2,1,0,25,3,15484500,1
3129,1993,1,1,0,3,9,14970500,4
3103,1878,4,3,1,17,9,16023500,3
1426,1248,3,1,1,21,9,7697000,4
896,632,1,1,1,16,2,4462000,3
1853,1168,3,1,1,2,7,9898500,2
3327,2753,5,1,1,8,2,16761500,4
3025,2082,4,1,1,27,1,14672500,1
3068,2008,4,2,0,25,5,15156000,2
2752,2445,2,2,1,5,8,13834000,1
2328,2039,4,2,0,1,3,12206000,3
2624,1657,1,3,0,27,7,12518000,3
929,808,1,1,0,11,6,4760500,1
3086,2676,1,3,0,14,1,14557000,1
1755,1386,5,1,1,8,7,9937500,2
2490,1889,4,2,1,28,3,12545000,1
981,652,4,1,0,1,4,5994500,4
2785,1772,1,3,0,11,10,13712500,4
1442,1127,2,3,1,15,2,7639000,1
2917,2469,2,1,1,6,1,14006500,4
995,802,4,3,1,0,5,6677500,1
3111,2035,4,2,0,20,6,15499500,2
1049,720,3,1,1,6,2,5950500,4
1954,1492,4,2,1,2,10,11003000,4
2586,2036,1,2,0,19,6,12257000,1
1908,1186,5,3,0,4,6,10906000,4
1897,1487,4,1,1,2,8,10446500,3
2667,2189,4,2,0,14,8,13721500,2
2886,1888,1,2,0,5,6,13887000,2
1893,1275,3,1,0,14,7,9688500,4
3065,2077,4,3,0,2,4,15752500,4
2449,2159,2,2,0,23,5,11810500,3
785,566,2,1,1,22,6,4342500,3
1833,1391,2,1,1,0,6,9498500,4
2037,1664,5,2,1,1,3,11346500,4
852,606,5,2,1,3,9,6274000,3
618,390,4,2,1,20,4,4331000,1
3359,2674,4,3,0,13,8,17055500,3
1759,1407,4,3,1,13,4,9805500,1
822,557,5,1,1,26,6,5329000,2
602,367,4,1,0,29,1,3579000,2
1859,1486,1,2,1,9,2,9135500,3
1453,1178,3,1,1,10,6,7888500,1
2088,1269,2,3,1,3,3,10836000,3
827,668,2,1,1,14,7,4741500,3
2277,2007,1,1,0,19,1,10416500,1
1098,717,4,2,0,29,3,6111000,3
3168,2396,5,2,0,24,3,15826000,2
3349,2709,4,3,0,3,1,16860500,4
2485,1662,4,1,1,19,4,12552500,4
2615,2158,2,1,1,19,8,12737500,3
1762,1516,2,1,1,15,7,8929000,1
1899,1603,5,2,1,1,7,10925500,1
2938,1990,2,3,1,12,5,14581000,2
1676,1409,4,1,1,7,4,9152000,1
1314,951,1,1,1,12,10,6823000,1
1547,1051,5,1,0,29,6,8381500,2
3295,2143,1,1,0,19,2,15047500,3
3331,2906,4,3,0,20,1,16439500,4
1469,1069,5,3,0,7,7,8920500,2
1670,1435,1,3,0,29,4,8035000,3
693,448,5,2,0,3,7,5308500,2
1159,962,4,1,0,4,6,6835500,3
2375,1503,5,1,1,20,9,12587500,2
2860,1731,4,1,1,5,10,14820000,3
1035,929,5,1,1,22,6,6367500,2
1451,902,5,3,1,18,3,8569500,3
3155,2329,2,2,0,29,7,14967500,2
3483,3007,4,2,0,9,9,17543500,4
3298,2789,3,1,0,26,10,15921000,4
804,596,5,3,0,2,6,5978000,1
3028,2371,1,2,1,12,7,14586000,3
1699,1340,2,2,1,8,8,9035500,2
676,427,2,1,1,16,4,3872000,3
1415,969,5,2,1,9,5,8487500,4
1367,943,3,1,0,11,4,7231500,3
3057,2180,2,3,0,12,1,14766500,2
705,480,4,1,1,23,6,4562500,3
3198,2160,5,2,1,9,7,16611000,2
3473,2453,5,1,1,18,2,17218500,4
2735,1952,3,1,1,20,6,13457500,4
2346,1750,4,1,1,18,2,11847000,4
2065,1346,4,1,1,25,10,10842500,1
3187,2665,3,1,0,16,5,15371500,4
844,724,1,1,0,25,1,3848000,3
3225,2175,4,2,1,29,3,15832500,1
2005,1277,1,1,0,4,4,9642500,4
1581,1291,1,2,0,7,4,7874500,3
3364,2951,5,1,0,4,2,16858000,3
2336,1426,5,3,1,14,8,12882000,3
741,447,2,1,0,3,6,4374500,2
1492,977,5,2,0,24,9,8584000,1
1991,1603,4,2,0,12,6,10619500,3
2999,2667,4,3,0,16,3,15125500,2
1144,943,1,1,0,4,2,5668000,4
2799,2160,4,3,0,0,9,14845500,3
2069,1676,5,1,0,21,3,10740500,2
3300,2208,5,1,1,14,6,16720000,3
1362,1098,5,2,0,9,10,8349000,1
1223,851,3,3,0,24,2,6623500,1
1255,836,4,3,0,10,7,7597500,4
3097,2077,2,2,1,29,1,14556500,3
3368,2695,4,2,0,17,9,16866000,2
1847,1533,4,3,1,28,1,9751500,4
642,497,3,2,0,12,9,4399000,3
2911,1802,4,1,1,19,1,14319500,4
1626,994,1,3,1,23,1,7957000,2
2260,1503,5,3,1,29,8,12240000,4
1891,1297,5,2,0,15,1,10159500,4
1195,862,3,1,1,18,8,6667500,4
1612,1003,5,3,0,29,3,8924000,3
2824,2308,1,3,0,22,4,13368000,2
2710,2204,3,1,0,11,2,13175000,1
1557,1096,2,2,1,22,6,8016500,3
1160,891,5,2,0,13,7,7210000,1
1930,1216,4,2,1,1,10,10915000,1
1912,1385,1,2,0,27,3,8914000,3
2421,2075,1,1,0,9,9,11664500,3
2150,1716,5,1,0,3,3,11465000,2
1449,914,2,3,0,0,7,8070500,2
1878,1604,4,3,0,23,4,9991000,4
3251,2614,2,1,0,25,5,15179500,1
2133,1569,2,3,0,25,9,10748500,2
2414,1949,5,1,1,24,3,12383000,4
2341,1525,4,2,0,16,3,11964500,2
1205,922,5,1,0,10,9,7372500,3
3477,2730,5,1,1,6,9,17826500,2
2086,1832,1,3,1,16,4,10317000,1
1894,1174,5,1,1,27,1,9883000,2
1345,958,3,2,0,16,1,7082500,1
1157,1019,4,2,1,8,9,7246500,3
2711,1803,1,3,0,9,6,13219500,1
1541,1300,4,3,1,25,5,8634500,2
2896,1738,1,1,0,5,10,13932000,4
1869,1135,3,3,1,16,3,9890500,3
1539,1074,5,2,0,15,3,8675500,2
2210,1835,1,3,0,6,2,10825000,3
2804,1770,1,3,0,18,7,13508000,3
3382,2417,1,2,1,25,9,16019000,2
2325,1486,3,1,1,3,6,11952500,2
1584,1056,4,1,1,29,10,8598000,4
2187,1642,3,3,1,19,1,11161500,3
1936,1346,1,2,1,23,6,9402000,3
2474,1641,1,2,0,16,8,11913000,2
1261,905,5,2,1,23,8,7664500,1
632,512,3,1,0,8,10,4284000,2
2416,1536,3,2,0,10,3,12122000,3
3205,2384,2,2,0,22,1,15032500,2
2720,1856,4,1,0,0,5,13890000,4
2489,1776,2,2,1,6,6,12530500,1
3472,2938,2,1,1,21,10,16654000,2
1756,1543,4,3,1,4,9,10222000,4
660,444,5,3,1,4,2,5240000,3
2143,1690,5,3,1,0,1,11943500,2
871,699,4,3,1,5,7,6119500,3
2893,2466,4,3,0,12,2,14678500,4
1799,1564,3,1,1,14,2,9165500,3
3275,2424,3,1,0,3,3,15927500,4
2406,2152,3,1,0,29,4,11547000,4
3352,2987,3,2,0,29,7,16154000,4
3309,2488,1,3,0,16,1,15520500,2
1754,1337,1,2,1,27,6,8503000,3
1725,1380,5,2,1,23,7,9702500,3
909,647,1,2,0,23,3,4480500,1
1915,1529,1,3,1,27,3,9277500,1
2345,1768,3,2,0,12,2,11712500,1
3142,1918,3,3,0,10,5,15689000,1
937,801,4,3,0,3,7,6306500,3
3226,2845,3,3,0,28,3,15607000,4
609,370,4,2,1,6,7,4720500,4
648,542,4,3,0,18,8,4756000,2
2110,1510,1,3,1,23,3,10235000,4
3270,2536,3,1,0,6,1,15745000,3
1944,1457,1,2,1,13,3,9488000,3
1330,1017,3,1,1,20,6,7135000,3
1394,1043,1,1,1,15,1,6673000,2
2248,1924,1,2,0,20,9,10866000,1
732,589,1,1,0,8,3,3784000,4
2730,1975,5,3,1,21,3,14265000,3
2704,2180,1,1,1,21,7,12748000,3
